timestamp,ship_grade,dock_position,destination,energyconsumption
5/8/2024 22:58,150000,mineral_2,21,96600
5/9/2024 1:07,150000,mineral_1,3,73800
5/9/2024 3:21,150000,mineral_1,18,51000
5/9/2024 5:42,100000,mineral_2,22,44400
5/9/2024 7:55,150000,mineral_2,18,114600
5/9/2024 10:13,150000,coal,19,112600
5/9/2024 14:36,150000,mineral_2,19,108600
5/9/2024 19:49,150000,mineral_2,19,108600
5/9/2024 22:58,100000,mineral_1,18,34000
5/10/2024 1:07,100000,mineral_2,20,68400
5/10/2024 3:21,150000,mineral_1,2,58200
5/10/2024 5:42,150000,mineral_1,22,113400
5/10/2024 7:55,200000,coal,5,212355.5556
5/10/2024 10:13,150000,mineral_1,20,82200
5/10/2024 14:36,100000,coal,5,106177.7778
5/10/2024 19:49,150000,mineral_2,24,54600
5/10/2024 22:58,150000,mineral_1,22,113400
5/11/2024 1:07,200000,mineral_2,19,144800
5/11/2024 3:21,100000,mineral_2,2,32400
5/11/2024 5:42,200000,mineral_1,5,140000
5/11/2024 7:55,100000,coal,22,90622.22222
5/11/2024 10:13,100000,coal,23,106177.7778
5/11/2024 14:36,100000,mineral_1,5,70000
5/11/2024 19:49,150000,mineral_2,22,66600
5/11/2024 22:58,150000,mineral_2,21,96600
5/12/2024 1:07,100000,mineral_2,24,36400
5/12/2024 3:21,150000,mineral_2,21,96600
5/12/2024 5:42,150000,coal,19,112600
5/12/2024 7:55,200000,mineral_2,2,64800
5/12/2024 10:13,150000,mineral_1,5,105000
5/12/2024 14:36,100000,mineral_2,20,68400
5/12/2024 19:49,150000,coal,22,135933.3333
5/12/2024 22:58,100000,coal,19,75066.66667
5/13/2024 1:07,100000,coal,23,106177.7778
5/13/2024 3:21,150000,mineral_1,3,73800
5/13/2024 5:42,150000,mineral_1,5,105000
5/13/2024 7:55,100000,mineral_2,19,72400
5/13/2024 10:13,100000,coal,19,75066.66667
5/13/2024 14:36,100000,coal,20,59511.11111
5/13/2024 19:49,150000,mineral_2,23,60600
5/13/2024 22:58,100000,mineral_2,24,36400
5/14/2024 1:07,150000,mineral_1,19,66600
5/14/2024 3:21,150000,mineral_2,23,60600
5/14/2024 5:42,100000,coal,20,59511.11111
5/14/2024 7:55,200000,mineral_2,23,80800
5/14/2024 10:13,200000,coal,22,181244.4444
5/14/2024 14:36,150000,coal,24,182600
5/14/2024 19:49,100000,mineral_1,3,49200
5/14/2024 22:58,100000,coal,21,75066.66667
5/15/2024 1:07,100000,coal,29,137895.935
5/15/2024 3:21,100000,coal,32,90773.98374
5/15/2024 5:42,150000,mineral_2,23,60600
5/15/2024 7:55,200000,coal,23,212355.5556
5/15/2024 10:13,200000,mineral_2,21,128800
5/15/2024 14:36,150000,mineral_2,17,48600
5/15/2024 19:49,100000,coal,23,106177.7778
5/15/2024 22:58,150000,coal,31,159721.9512
5/16/2024 1:07,100000,mineral_2,18,76400
5/16/2024 3:21,100000,mineral_2,23,40400
5/16/2024 5:42,200000,coal,23,212355.5556
5/16/2024 7:55,100000,coal,2,59511.11111
5/16/2024 10:13,100000,mineral_2,17,32400
5/16/2024 14:36,150000,mineral_2,22,66600
5/16/2024 19:49,150000,mineral_1,4,89400
5/16/2024 22:58,150000,mineral_2,17,48600
5/17/2024 1:07,100000,coal,5,106177.7778
5/17/2024 3:21,200000,mineral_1,18,68000
5/17/2024 5:42,200000,mineral_1,3,98400
5/17/2024 7:55,150000,coal,19,112600
5/17/2024 10:13,200000,coal,2,119022.2222
5/17/2024 14:36,100000,coal,3,75066.66667
5/17/2024 19:49,150000,mineral_1,19,66600
5/17/2024 22:58,100000,mineral_2,23,40400
5/18/2024 1:07,100000,mineral_1,2,38800
5/18/2024 3:21,100000,mineral_2,20,68400
5/18/2024 5:42,100000,mineral_1,22,75600
5/18/2024 7:55,200000,mineral_2,19,144800
5/18/2024 10:13,200000,coal,31,212962.6016
5/18/2024 14:36,200000,mineral_1,19,88800
5/18/2024 19:49,150000,mineral_2,24,54600
5/18/2024 22:58,150000,coal,19,112600
5/19/2024 1:07,200000,coal,20,119022.2222
5/19/2024 3:21,100000,mineral_2,20,68400
5/19/2024 5:42,100000,coal,22,90622.22222
5/19/2024 7:55,150000,mineral_2,20,102600
5/19/2024 10:13,100000,coal,4,90622.22222
5/19/2024 14:36,100000,mineral_1,2,38800
5/19/2024 19:49,200000,coal,23,212355.5556
5/19/2024 22:58,150000,mineral_2,18,114600
5/20/2024 1:07,150000,mineral_1,21,97800
5/20/2024 3:21,200000,mineral_1,5,140000
5/20/2024 5:42,200000,mineral_1,19,88800
5/20/2024 7:55,100000,mineral_2,2,32400
5/20/2024 10:13,100000,mineral_2,20,68400
5/20/2024 14:36,100000,coal,20,59511.11111
5/20/2024 19:49,100000,coal,32,90773.98374
5/20/2024 22:58,100000,coal,21,75066.66667
5/21/2024 1:07,150000,mineral_2,24,54600
5/21/2024 3:21,150000,mineral_2,22,66600
5/21/2024 5:42,100000,coal,23,106177.7778
5/21/2024 7:55,150000,coal,20,89266.66667
5/21/2024 10:13,100000,coal,19,75066.66667
5/21/2024 14:36,100000,mineral_1,5,70000
5/21/2024 19:49,150000,mineral_1,3,73800
5/21/2024 22:58,100000,mineral_1,21,65200
5/22/2024 1:07,200000,coal,2,119022.2222
5/22/2024 3:21,200000,mineral_2,2,64800
5/22/2024 5:42,200000,mineral_1,21,130400
5/22/2024 7:55,100000,mineral_2,23,40400
5/22/2024 10:13,100000,coal,24,121733.3333
5/22/2024 14:36,100000,mineral_1,18,34000
5/22/2024 19:49,200000,mineral_1,3,98400
5/22/2024 22:58,150000,mineral_1,18,51000
5/23/2024 1:07,150000,mineral_2,22,66600
5/23/2024 3:21,150000,coal,21,112600
5/23/2024 5:42,200000,mineral_2,22,88800
5/23/2024 7:55,100000,mineral_2,20,68400
5/23/2024 10:13,200000,mineral_2,19,144800
5/23/2024 14:36,100000,coal,20,59511.11111
5/23/2024 19:49,200000,coal,31,212962.6016
5/23/2024 22:58,200000,coal,30,244377.2358
5/24/2024 1:07,200000,mineral_1,19,88800
5/24/2024 3:21,150000,coal,23,159266.6667
5/24/2024 5:42,100000,coal,24,121733.3333
5/24/2024 7:55,100000,coal,5,106177.7778
5/24/2024 10:13,100000,mineral_2,17,32400
5/24/2024 14:36,150000,coal,30,183282.9268
5/24/2024 19:49,200000,mineral_2,24,72800
5/24/2024 22:58,150000,mineral_1,22,113400
5/15/2024 1:07,150000,mineral_1,20,82200
5/15/2024 3:21,100000,mineral_1,20,54800
5/15/2024 5:42,200000,mineral_2,18,152800
5/15/2024 7:55,100000,mineral_2,24,36400
5/15/2024 10:13,150000,mineral_1,5,105000
5/15/2024 14:36,150000,coal,3,112600
5/15/2024 19:49,150000,mineral_1,4,89400
5/15/2024 22:58,150000,mineral_2,24,54600
5/26/2024 1:07,100000,mineral_1,20,54800
5/26/2024 3:21,200000,mineral_2,20,136800
5/26/2024 5:42,150000,mineral_2,22,66600
5/26/2024 7:55,100000,mineral_1,3,49200
5/26/2024 10:13,100000,coal,21,75066.66667
5/26/2024 14:36,100000,mineral_2,19,72400
5/26/2024 19:49,150000,mineral_1,22,113400
5/26/2024 22:58,150000,mineral_2,23,60600
5/27/2024 1:07,100000,mineral_1,4,59600
5/27/2024 3:21,150000,coal,20,89266.66667
5/27/2024 5:42,150000,coal,3,112600
5/27/2024 7:55,150000,mineral_1,19,66600
5/27/2024 10:13,150000,coal,22,135933.3333
5/27/2024 14:36,150000,mineral_2,22,66600
5/27/2024 19:49,200000,coal,23,212355.5556
5/27/2024 22:58,100000,mineral_1,20,54800
5/28/2024 1:07,200000,mineral_2,17,64800
5/28/2024 3:21,100000,mineral_1,22,75600
5/28/2024 5:42,150000,mineral_2,19,108600
5/28/2024 7:55,100000,mineral_2,21,64400
5/28/2024 10:13,200000,mineral_2,17,64800
5/28/2024 14:36,100000,mineral_1,2,38800
5/28/2024 19:49,150000,coal,24,182600
5/28/2024 22:58,150000,mineral_2,2,48600
5/29/2024 1:07,150000,mineral_1,3,73800
5/29/2024 3:21,200000,mineral_1,5,140000
5/29/2024 5:42,150000,mineral_1,20,82200
5/29/2024 7:55,150000,mineral_2,21,96600
5/29/2024 10:13,100000,coal,29,137895.935
5/29/2024 14:36,150000,coal,5,159266.6667
5/29/2024 19:49,200000,coal,5,212355.5556
5/29/2024 22:58,150000,coal,24,182600
5/30/2024 1:07,100000,mineral_1,19,44400
5/30/2024 3:21,100000,coal,30,122188.6179
5/30/2024 5:42,200000,mineral_1,20,109600
5/30/2024 7:55,150000,mineral_1,4,89400
5/30/2024 10:13,200000,coal,23,212355.5556
5/30/2024 14:36,100000,mineral_2,17,32400
5/30/2024 19:49,100000,mineral_2,24,36400
5/30/2024 22:58,150000,mineral_1,2,58200
5/31/2024 1:07,150000,mineral_1,3,73800
5/31/2024 3:21,100000,coal,21,75066.66667
5/31/2024 5:42,200000,mineral_2,17,64800
5/31/2024 7:55,200000,mineral_2,17,64800
5/31/2024 10:13,100000,coal,5,106177.7778
5/31/2024 14:36,150000,mineral_1,21,97800
5/31/2024 19:49,150000,mineral_2,19,108600
5/31/2024 22:58,200000,mineral_2,22,88800
6/1/2024 1:07,400000,mineral_2,14,321600
6/1/2024 3:21,200000,coal,31,212962.6016
6/1/2024 5:42,400000,mineral_2,23,161600
6/1/2024 7:55,400000,coal,30,488754.4715
6/1/2024 10:13,200000,coal,16,243466.6667
6/1/2024 14:36,200000,coal,30,244377.2358
6/1/2024 19:49,150000,coal,31,159721.9512
6/1/2024 22:58,200000,coal,13,336800
6/2/2024 1:07,200000,coal,14,305688.8889
6/2/2024 3:21,200000,mineral_1,18,68000
6/2/2024 5:42,200000,coal,16,243466.6667
6/2/2024 7:55,200000,mineral_2,14,160800
6/2/2024 10:13,200000,coal,13,336800
6/2/2024 14:36,400000,coal,27,677242.2764
6/2/2024 19:49,200000,coal,16,243466.6667
6/2/2024 22:58,400000,coal,29,551583.7398
6/3/2024 1:07,150000,coal,13,252600
6/3/2024 3:21,400000,mineral_1,20,219200
6/3/2024 5:42,400000,coal,14,611377.7778
6/3/2024 7:55,200000,coal,29,275791.8699
6/3/2024 10:13,200000,coal,14,305688.8889
6/3/2024 14:36,400000,coal,11,798044.4444
6/3/2024 19:49,400000,coal,16,486933.3333
6/3/2024 22:58,400000,coal,28,614413.0081
6/4/2024 1:07,150000,coal,11,299266.6667
6/4/2024 3:21,400000,coal,30,488754.4715
6/4/2024 5:42,400000,mineral_1,20,219200
6/4/2024 7:55,400000,mineral_1,3,196800
6/4/2024 10:13,400000,coal,15,549155.5556
6/4/2024 14:36,200000,coal,12,367911.1111
6/4/2024 19:49,200000,coal,29,275791.8699
6/4/2024 22:58,200000,mineral_2,16,176800
6/5/2024 1:07,400000,mineral_2,24,145600
6/5/2024 3:21,200000,coal,12,367911.1111
6/5/2024 5:42,400000,mineral_1,3,196800
6/5/2024 7:55,400000,mineral_1,2,155200
6/5/2024 10:13,200000,coal,31,212962.6016
6/5/2024 14:36,200000,coal,15,274577.7778
6/5/2024 19:49,400000,coal,14,611377.7778
6/5/2024 22:58,400000,coal,13,673600
6/6/2024 1:07,200000,mineral_1,3,98400
6/6/2024 3:21,400000,coal,16,486933.3333
6/6/2024 5:42,150000,coal,31,159721.9512
6/6/2024 7:55,400000,mineral_2,24,145600
6/6/2024 10:13,200000,mineral_1,2,77600
6/6/2024 14:36,400000,coal,30,488754.4715
6/6/2024 19:49,400000,coal,11,798044.4444
6/6/2024 22:58,200000,mineral_1,4,119200
6/7/2024 1:07,150000,mineral_1,19,66600
6/7/2024 3:21,400000,coal,31,425925.2033
6/7/2024 5:42,200000,coal,12,367911.1111
6/7/2024 7:55,150000,mineral_1,19,66600
6/7/2024 10:13,400000,coal,28,614413.0081
6/7/2024 14:36,200000,coal,28,307206.5041
6/7/2024 19:49,400000,mineral_1,2,155200
6/7/2024 22:58,400000,coal,29,551583.7398
6/8/2024 1:07,200000,coal,13,336800
6/8/2024 3:21,200000,mineral_2,2,64800
6/8/2024 5:42,400000,coal,29,551583.7398
6/8/2024 7:55,200000,coal,14,305688.8889
6/8/2024 10:13,400000,mineral_1,21,260800
6/8/2024 14:36,400000,coal,16,486933.3333
6/8/2024 19:49,200000,coal,29,275791.8699
6/8/2024 22:58,400000,coal,30,488754.4715
6/9/2024 1:07,150000,mineral_1,20,82200
6/9/2024 3:21,200000,coal,28,307206.5041
6/9/2024 5:42,400000,coal,12,735822.2222
6/9/2024 7:55,400000,coal,29,551583.7398
6/9/2024 10:13,400000,mineral_1,21,260800
6/9/2024 14:36,200000,coal,16,243466.6667
6/9/2024 19:49,200000,coal,11,399022.2222
6/9/2024 22:58,200000,mineral_2,17,64800
6/10/2024 1:07,400000,coal,27,677242.2764
6/10/2024 3:21,400000,coal,31,425925.2033
6/10/2024 5:42,200000,coal,10,367911.1111
6/10/2024 7:55,200000,coal,27,338621.1382
6/10/2024 10:13,400000,coal,14,611377.7778
6/10/2024 14:36,200000,coal,29,275791.8699
6/10/2024 19:49,200000,coal,15,274577.7778
6/10/2024 22:58,200000,coal,27,338621.1382
6/11/2024 1:07,400000,coal,30,488754.4715
6/11/2024 3:21,400000,coal,11,798044.4444
6/11/2024 5:42,200000,coal,10,367911.1111
6/11/2024 7:55,400000,coal,30,488754.4715
6/11/2024 10:13,200000,mineral_2,15,168800
6/11/2024 14:36,400000,coal,12,735822.2222
6/11/2024 19:49,200000,coal,12,367911.1111
6/11/2024 22:58,400000,mineral_2,23,161600
6/12/2024 1:07,400000,coal,14,611377.7778
6/12/2024 3:21,400000,mineral_1,20,219200
6/12/2024 5:42,400000,coal,28,614413.0081
6/12/2024 7:55,400000,mineral_2,2,129600
6/12/2024 10:13,200000,mineral_1,2,77600
6/12/2024 14:36,150000,coal,27,253965.8537
6/12/2024 19:49,400000,coal,29,551583.7398
6/12/2024 22:58,400000,mineral_2,24,145600
6/13/2024 1:07,150000,coal,10,275933.3333
6/13/2024 3:21,400000,coal,29,551583.7398
6/13/2024 5:42,400000,coal,11,798044.4444
6/13/2024 7:55,400000,coal,15,549155.5556
6/13/2024 10:13,200000,mineral_2,16,176800
6/13/2024 14:36,400000,mineral_1,20,219200
6/13/2024 19:49,200000,coal,28,307206.5041
6/13/2024 22:58,150000,coal,10,275933.3333
6/14/2024 1:07,200000,mineral_2,23,80800
6/14/2024 3:21,200000,coal,13,336800
6/14/2024 5:42,400000,coal,16,486933.3333
6/14/2024 7:55,400000,coal,13,673600
6/14/2024 10:13,400000,coal,11,798044.4444
6/14/2024 14:36,400000,coal,30,488754.4715
6/14/2024 19:49,400000,coal,28,614413.0081
6/14/2024 22:58,400000,mineral_2,24,145600
6/15/2024 1:07,150000,coal,16,182600
6/15/2024 3:21,200000,mineral_2,17,64800
6/15/2024 5:42,400000,coal,10,735822.2222
6/15/2024 7:55,200000,mineral_1,4,119200
6/15/2024 10:13,400000,coal,31,425925.2033
6/15/2024 14:36,200000,coal,29,275791.8699
6/15/2024 19:49,400000,coal,11,798044.4444
6/15/2024 22:58,400000,coal,14,611377.7778
6/16/2024 1:07,200000,mineral_1,4,119200
6/16/2024 3:21,400000,coal,13,673600
6/16/2024 5:42,400000,mineral_1,20,219200
6/16/2024 7:55,400000,coal,30,488754.4715
6/16/2024 10:13,200000,coal,13,336800
6/16/2024 14:36,200000,coal,29,275791.8699
6/16/2024 19:49,200000,coal,16,243466.6667
6/16/2024 22:58,400000,coal,10,735822.2222
6/17/2024 1:07,200000,coal,31,212962.6016
6/17/2024 3:21,200000,coal,29,275791.8699
6/17/2024 5:42,200000,coal,15,274577.7778
6/17/2024 7:55,400000,mineral_1,20,219200
6/17/2024 10:13,200000,coal,16,243466.6667
6/17/2024 14:36,200000,coal,27,338621.1382
6/17/2024 19:49,200000,coal,15,274577.7778
6/17/2024 22:58,400000,mineral_2,17,129600
6/18/2024 1:07,150000,coal,15,205933.3333
6/18/2024 3:21,200000,mineral_2,17,64800
6/18/2024 5:42,400000,coal,30,488754.4715
6/18/2024 7:55,150000,coal,15,205933.3333
6/18/2024 10:13,200000,coal,30,244377.2358
6/18/2024 14:36,200000,mineral_1,20,109600
6/18/2024 19:49,200000,mineral_2,15,168800
6/18/2024 22:58,200000,coal,16,243466.6667
6/19/2024 1:07,400000,coal,29,551583.7398
6/19/2024 3:21,200000,coal,10,367911.1111
6/19/2024 5:42,200000,coal,13,336800
6/19/2024 7:55,400000,mineral_2,17,129600
6/19/2024 10:13,400000,coal,31,425925.2033
6/19/2024 14:36,200000,coal,27,338621.1382
6/19/2024 19:49,200000,mineral_1,20,109600
6/19/2024 22:58,400000,coal,13,673600
6/20/2024 1:07,200000,coal,14,305688.8889
6/20/2024 3:21,200000,coal,30,244377.2358
6/20/2024 5:42,400000,mineral_1,4,238400
6/20/2024 7:55,200000,coal,15,274577.7778
6/20/2024 10:13,200000,coal,14,305688.8889
6/20/2024 14:36,400000,coal,31,425925.2033
6/20/2024 19:49,200000,mineral_1,4,119200
6/20/2024 22:58,150000,coal,15,205933.3333
6/21/2024 1:07,400000,mineral_2,16,353600
6/21/2024 3:21,200000,mineral_1,19,88800
6/21/2024 5:42,400000,coal,13,673600
6/21/2024 7:55,400000,mineral_2,2,129600
6/21/2024 10:13,200000,coal,28,307206.5041
6/21/2024 14:36,400000,coal,28,614413.0081
6/21/2024 19:49,200000,coal,14,305688.8889
6/21/2024 22:58,200000,coal,14,305688.8889
6/22/2024 1:07,400000,coal,27,677242.2764
6/22/2024 3:21,400000,mineral_1,2,155200
6/22/2024 5:42,400000,coal,13,673600
6/22/2024 7:55,400000,mineral_1,20,219200
6/22/2024 10:13,400000,mineral_2,24,145600
6/22/2024 14:36,200000,mineral_1,19,88800
6/22/2024 19:49,400000,coal,15,549155.5556
6/22/2024 22:58,200000,coal,28,307206.5041
6/23/2024 1:07,200000,coal,27,338621.1382
6/23/2024 3:21,400000,coal,27,677242.2764
6/23/2024 5:42,200000,coal,31,212962.6016
6/23/2024 7:55,150000,coal,10,275933.3333
6/23/2024 10:13,200000,mineral_1,20,109600
6/23/2024 14:36,200000,coal,28,307206.5041
6/23/2024 19:49,400000,coal,11,798044.4444
6/23/2024 22:58,150000,coal,28,230404.878
6/24/2024 1:07,200000,coal,29,275791.8699
6/24/2024 3:21,400000,mineral_1,21,260800
6/24/2024 5:42,400000,coal,16,486933.3333
6/24/2024 7:55,200000,mineral_1,4,119200
6/24/2024 10:13,200000,coal,10,367911.1111
6/24/2024 14:36,200000,coal,31,212962.6016
6/24/2024 19:49,200000,coal,14,305688.8889
6/24/2024 22:58,200000,coal,27,338621.1382
6/15/2024 1:07,400000,coal,15,549155.5556
6/15/2024 3:21,200000,coal,30,244377.2358
6/15/2024 5:42,150000,mineral_1,20,82200
6/15/2024 7:55,400000,coal,16,486933.3333
6/15/2024 10:13,400000,coal,13,673600
6/15/2024 14:36,200000,coal,29,275791.8699
6/15/2024 19:49,200000,coal,16,243466.6667
6/15/2024 22:58,400000,coal,12,735822.2222
6/26/2024 1:07,400000,mineral_1,18,136000
6/26/2024 3:21,400000,coal,15,549155.5556
6/26/2024 5:42,400000,coal,11,798044.4444
6/26/2024 7:55,200000,mineral_1,2,77600
6/26/2024 10:13,400000,mineral_2,24,145600
6/26/2024 14:36,150000,coal,15,205933.3333
6/26/2024 19:49,400000,mineral_1,19,177600
6/26/2024 22:58,200000,coal,16,243466.6667
6/27/2024 1:07,200000,coal,12,367911.1111
6/27/2024 3:21,200000,coal,10,367911.1111
6/27/2024 5:42,400000,coal,12,735822.2222
6/27/2024 7:55,150000,coal,15,205933.3333
6/27/2024 10:13,400000,mineral_1,20,219200
6/27/2024 14:36,200000,mineral_1,4,119200
6/27/2024 19:49,400000,mineral_2,24,145600
6/27/2024 22:58,200000,coal,31,212962.6016
6/28/2024 1:07,400000,coal,11,798044.4444
6/28/2024 3:21,400000,coal,28,614413.0081
6/28/2024 5:42,200000,coal,31,212962.6016
6/28/2024 7:55,400000,coal,12,735822.2222
6/28/2024 10:13,200000,coal,16,243466.6667
6/28/2024 14:36,200000,coal,28,307206.5041
6/28/2024 19:49,400000,coal,28,614413.0081
6/28/2024 22:58,200000,coal,13,336800
6/29/2024 1:07,200000,coal,30,244377.2358
6/29/2024 3:21,400000,coal,29,551583.7398
6/29/2024 5:42,400000,coal,30,488754.4715
6/29/2024 7:55,400000,coal,29,551583.7398
6/29/2024 10:13,400000,coal,27,677242.2764
6/29/2024 14:36,200000,mineral_2,17,64800
6/29/2024 19:49,200000,coal,10,367911.1111
6/29/2024 22:58,150000,coal,15,205933.3333
6/30/2024 1:07,400000,mineral_1,21,260800
6/30/2024 3:21,400000,mineral_1,20,219200
6/30/2024 5:42,400000,mineral_2,15,337600
6/30/2024 7:55,200000,coal,11,399022.2222
6/30/2024 10:13,400000,coal,28,614413.0081
6/30/2024 14:36,200000,mineral_1,19,88800
6/30/2024 19:49,200000,coal,31,212962.6016
6/30/2024 22:58,200000,coal,27,338621.1382
7/1/2024 1:07,200000,coal,28,307206.5041
7/1/2024 3:21,400000,coal,15,549155.5556
7/1/2024 5:42,400000,coal,31,425925.2033
7/1/2024 7:55,400000,coal,12,735822.2222
7/1/2024 10:13,200000,mineral_1,2,77600
7/1/2024 14:36,150000,coal,28,230404.878
7/1/2024 19:49,400000,coal,16,486933.3333
7/1/2024 22:58,400000,mineral_1,3,196800
7/2/2024 1:07,400000,coal,10,735822.2222
7/2/2024 3:21,200000,mineral_1,20,109600
7/2/2024 5:42,200000,coal,30,244377.2358
7/2/2024 7:55,400000,coal,12,735822.2222
7/2/2024 10:13,150000,coal,14,229266.6667
7/2/2024 14:36,150000,coal,31,159721.9512
7/2/2024 19:49,400000,coal,31,425925.2033
7/2/2024 22:58,400000,coal,15,549155.5556
7/3/2024 1:07,400000,coal,27,677242.2764
7/3/2024 3:21,200000,coal,14,305688.8889
7/3/2024 5:42,200000,mineral_1,2,77600
7/3/2024 7:55,400000,mineral_1,2,155200
7/3/2024 10:13,200000,coal,14,305688.8889
7/3/2024 14:36,400000,mineral_1,20,219200
7/3/2024 19:49,400000,mineral_2,24,145600
7/3/2024 22:58,400000,coal,11,798044.4444
7/4/2024 1:07,400000,coal,11,798044.4444
7/4/2024 3:21,200000,mineral_1,21,130400
7/4/2024 5:42,200000,mineral_2,15,168800
7/4/2024 7:55,200000,mineral_1,4,119200
7/4/2024 10:13,400000,mineral_1,19,177600
7/4/2024 14:36,400000,coal,14,611377.7778
7/4/2024 19:49,200000,coal,12,367911.1111
7/4/2024 22:58,400000,coal,31,425925.2033
7/5/2024 1:07,400000,coal,29,551583.7398
7/5/2024 3:21,400000,coal,11,798044.4444
7/5/2024 5:42,400000,mineral_1,21,260800
7/5/2024 7:55,400000,coal,12,735822.2222
7/5/2024 10:13,400000,mineral_1,18,136000
7/5/2024 14:36,400000,coal,10,735822.2222
7/5/2024 19:49,200000,coal,12,367911.1111
7/5/2024 22:58,200000,coal,11,399022.2222
7/6/2024 1:07,200000,coal,12,367911.1111
7/6/2024 3:21,400000,mineral_1,2,155200
7/6/2024 5:42,200000,coal,11,399022.2222
7/6/2024 7:55,200000,coal,30,244377.2358
7/6/2024 10:13,200000,coal,27,338621.1382
7/6/2024 14:36,150000,coal,30,183282.9268
7/6/2024 19:49,400000,mineral_2,17,129600
7/6/2024 22:58,200000,coal,31,212962.6016
7/7/2024 1:07,200000,coal,16,243466.6667
7/7/2024 3:21,200000,mineral_2,17,64800
7/7/2024 5:42,200000,mineral_1,4,119200
7/7/2024 7:55,400000,coal,31,425925.2033
7/7/2024 10:13,400000,coal,11,798044.4444
7/7/2024 14:36,400000,coal,28,614413.0081
7/7/2024 19:49,400000,coal,27,677242.2764
7/7/2024 22:58,200000,mineral_2,23,80800
7/8/2024 1:07,200000,mineral_1,18,68000
7/8/2024 3:21,400000,mineral_2,23,161600
7/8/2024 5:42,200000,coal,29,275791.8699
7/8/2024 7:55,400000,coal,15,549155.5556
7/8/2024 10:13,400000,coal,16,486933.3333
7/8/2024 14:36,200000,coal,11,399022.2222
7/8/2024 19:49,400000,coal,27,677242.2764
7/8/2024 22:58,200000,mineral_2,15,168800
7/9/2024 1:07,400000,coal,16,486933.3333
7/9/2024 3:21,200000,coal,28,307206.5041
7/9/2024 5:42,400000,mineral_1,18,136000
7/9/2024 7:55,400000,coal,31,425925.2033
7/9/2024 10:13,200000,coal,28,307206.5041
7/9/2024 14:36,150000,coal,16,182600
7/9/2024 19:49,200000,coal,16,243466.6667
7/9/2024 22:58,200000,mineral_1,20,109600
7/10/2024 1:07,200000,mineral_2,17,64800
7/10/2024 3:21,200000,mineral_1,3,98400
7/10/2024 5:42,150000,coal,29,206843.9024
7/10/2024 7:55,400000,coal,29,551583.7398
7/10/2024 10:13,200000,coal,12,367911.1111
7/10/2024 14:36,200000,mineral_1,21,130400
7/10/2024 19:49,150000,coal,27,253965.8537
7/10/2024 22:58,400000,coal,30,488754.4715
7/11/2024 1:07,200000,coal,16,243466.6667
7/11/2024 3:21,400000,mineral_1,18,136000
7/11/2024 5:42,150000,coal,31,159721.9512
7/11/2024 7:55,200000,coal,27,338621.1382
7/11/2024 10:13,150000,mineral_1,3,73800
7/11/2024 14:36,400000,coal,31,425925.2033
7/11/2024 19:49,200000,coal,31,212962.6016
7/11/2024 22:58,400000,coal,16,486933.3333
7/12/2024 1:07,150000,mineral_1,4,89400
7/12/2024 3:21,200000,coal,29,275791.8699
7/12/2024 5:42,200000,coal,11,399022.2222
7/12/2024 7:55,400000,mineral_2,14,321600
7/12/2024 10:13,200000,coal,10,367911.1111
7/12/2024 14:36,200000,coal,27,338621.1382
7/12/2024 19:49,400000,mineral_2,24,145600
7/12/2024 22:58,200000,coal,27,338621.1382
7/13/2024 1:07,150000,coal,13,252600
7/13/2024 3:21,400000,coal,28,614413.0081
7/13/2024 5:42,400000,coal,27,677242.2764
7/13/2024 7:55,400000,mineral_1,20,219200
7/13/2024 10:13,400000,coal,16,486933.3333
7/13/2024 14:36,200000,coal,10,367911.1111
7/13/2024 19:49,200000,coal,29,275791.8699
7/13/2024 22:58,400000,coal,11,798044.4444
7/14/2024 1:07,400000,coal,16,486933.3333
7/14/2024 3:21,400000,coal,30,488754.4715
7/14/2024 5:42,200000,coal,13,336800
7/14/2024 7:55,200000,mineral_1,19,88800
7/14/2024 10:13,400000,coal,13,673600
7/14/2024 14:36,200000,coal,10,367911.1111
7/14/2024 19:49,400000,coal,31,425925.2033
7/14/2024 22:58,400000,coal,16,486933.3333
7/15/2024 1:07,400000,coal,16,486933.3333
7/15/2024 3:21,400000,coal,14,611377.7778
7/15/2024 5:42,200000,coal,11,399022.2222
7/15/2024 7:55,400000,coal,15,549155.5556
7/15/2024 10:13,400000,mineral_1,2,155200
7/15/2024 14:36,400000,coal,12,735822.2222
7/15/2024 19:49,150000,coal,11,299266.6667
7/15/2024 22:58,200000,mineral_1,19,88800
7/16/2024 1:07,400000,coal,28,614413.0081
7/16/2024 3:21,150000,mineral_2,17,48600
7/16/2024 5:42,400000,mineral_2,15,337600
7/16/2024 7:55,200000,coal,28,307206.5041
7/16/2024 10:13,200000,mineral_1,2,77600
7/16/2024 14:36,400000,coal,30,488754.4715
7/16/2024 19:49,400000,mineral_2,23,161600
7/16/2024 22:58,400000,coal,29,551583.7398
7/17/2024 1:07,400000,coal,14,611377.7778
7/17/2024 3:21,200000,mineral_2,15,168800
7/17/2024 5:42,400000,mineral_2,23,161600
7/17/2024 7:55,200000,coal,14,305688.8889
7/17/2024 10:13,200000,mineral_2,14,160800
7/17/2024 14:36,200000,coal,28,307206.5041
7/17/2024 19:49,200000,coal,10,367911.1111
7/17/2024 22:58,400000,mineral_2,14,321600
7/18/2024 1:07,200000,coal,16,243466.6667
